"","taxa","localityID","count","region","genus","site","phylum","method","pa","num_samples","num_samples_found","prop_samples_found"
"512","Chondracanthus acicularis","SCH03",0,"Scotland","Chondracanthus","Skerray","Rhodophyta","Visual",0,NA,NA,NA
"513","Chondracanthus acicularis","SCH04",0,"Scotland","Chondracanthus","Murkle Bay","Rhodophyta","Visual",0,NA,NA,NA
"514","Chondracanthus acicularis","SCH05",0,"Scotland","Chondracanthus","Portskerra","Rhodophyta","Visual",0,NA,NA,NA
"515","Chondracanthus acicularis","SCH07",0,"Scotland","Chondracanthus","Sannick","Rhodophyta","Visual",0,NA,NA,NA
"516","Chondracanthus acicularis","SCH08",0,"Scotland","Chondracanthus","Wick","Rhodophyta","Visual",0,NA,NA,NA
"517","Chondracanthus acicularis","SW01",0,"South Wales","Chondracanthus","Aberystwyth","Rhodophyta","Visual",0,NA,NA,NA
"518","Chondracanthus acicularis","SW02",0,"South Wales","Chondracanthus","Neyland","Rhodophyta","Visual",0,NA,NA,NA
"519","Chondracanthus acicularis","SW03",0,"South Wales","Chondracanthus","Broad Haven","Rhodophyta","Visual",0,NA,NA,NA
"520","Chondracanthus acicularis","SW05",0,"South Wales","Chondracanthus","West Angle","Rhodophyta","Visual",0,NA,NA,NA
"521","Chondracanthus acicularis","SW06",0,"South Wales","Chondracanthus","Monkstone Point","Rhodophyta","Visual",0,NA,NA,NA
"522","Chondracanthus acicularis","SW07",7.011227255,"South Wales","Chondracanthus","Dale Jetty","Rhodophyta","Visual",1,NA,NA,NA
"523","Chondrus crispus","CN01",7.011227255,"Southwest England","Chondrus","Lizard Point","Rhodophyta","Visual",1,NA,NA,NA
"524","Chondrus crispus","CN02",6.022367813,"Southwest England","Chondrus","Sennen Cove","Rhodophyta","Visual",1,NA,NA,NA
"525","Chondrus crispus","CN03",6.022367813,"Southwest England","Chondrus","Looe","Rhodophyta","Visual",1,NA,NA,NA
"526","Chondrus crispus","CN04",6.022367813,"Southwest England","Chondrus","St Ives","Rhodophyta","Visual",1,NA,NA,NA
"527","Chondrus crispus","CN05",3.169925001,"Southwest England","Chondrus","Trevone","Rhodophyta","Visual",1,NA,NA,NA
"528","Chondrus crispus","NE01",4.087462841,"Northeast England","Chondrus","Filey Brigg","Rhodophyta","Visual",1,NA,NA,NA
"529","Chondrus crispus","NE02",6.022367813,"Northeast England","Chondrus","Scalby Mills","Rhodophyta","Visual",1,NA,NA,NA
"530","Chondrus crispus","NE03",0,"Northeast England","Chondrus","Rumbling Kern","Rhodophyta","Visual",0,NA,NA,NA
"531","Chondrus crispus","NE04",6.022367813,"Northeast England","Chondrus","Newton Point","Rhodophyta","Visual",1,NA,NA,NA
"532","Chondrus crispus","NE05",5.044394119,"Northeast England","Chondrus","Castlehead Rocks","Rhodophyta","Visual",1,NA,NA,NA
"533","Chondrus crispus","NW01",4.087462841,"North Wales","Chondrus","Little Orme","Rhodophyta","Visual",1,NA,NA,NA
"534","Chondrus crispus","NW02",7.011227255,"North Wales","Chondrus","Great Orme East","Rhodophyta","Visual",1,NA,NA,NA
"535","Chondrus crispus","NW03",6.022367813,"North Wales","Chondrus","Menai Bridge","Rhodophyta","Visual",1,NA,NA,NA
"536","Chondrus crispus","NW04",5.044394119,"North Wales","Chondrus","Porth Swtan","Rhodophyta","Visual",1,NA,NA,NA
"537","Chondrus crispus","NW05",0,"North Wales","Chondrus","Rhosneigr","Rhodophyta","Visual",0,NA,NA,NA
"538","Chondrus crispus","NW06",5.044394119,"North Wales","Chondrus","Porth Oer","Rhodophyta","Visual",1,NA,NA,NA
"539","Chondrus crispus","SCH01",0,"Scotland","Chondrus","Scourie","Rhodophyta","Visual",0,NA,NA,NA
"540","Chondrus crispus","SCH02",6.022367813,"Scotland","Chondrus","Rispond","Rhodophyta","Visual",1,NA,NA,NA
"541","Chondrus crispus","SCH03",3.169925001,"Scotland","Chondrus","Skerray","Rhodophyta","Visual",1,NA,NA,NA
"542","Chondrus crispus","SCH04",3.169925001,"Scotland","Chondrus","Murkle Bay","Rhodophyta","Visual",1,NA,NA,NA
"543","Chondrus crispus","SCH05",5.044394119,"Scotland","Chondrus","Portskerra","Rhodophyta","Visual",1,NA,NA,NA
"544","Chondrus crispus","SCH07",0,"Scotland","Chondrus","Sannick","Rhodophyta","Visual",0,NA,NA,NA
"545","Chondrus crispus","SCH08",3.169925001,"Scotland","Chondrus","Wick","Rhodophyta","Visual",1,NA,NA,NA
"546","Chondrus crispus","SW01",5.044394119,"South Wales","Chondrus","Aberystwyth","Rhodophyta","Visual",1,NA,NA,NA
"547","Chondrus crispus","SW02",0,"South Wales","Chondrus","Neyland","Rhodophyta","Visual",0,NA,NA,NA
"548","Chondrus crispus","SW03",5.044394119,"South Wales","Chondrus","Broad Haven","Rhodophyta","Visual",1,NA,NA,NA
"549","Chondrus crispus","SW05",0,"South Wales","Chondrus","West Angle","Rhodophyta","Visual",0,NA,NA,NA
"550","Chondrus crispus","SW06",5.044394119,"South Wales","Chondrus","Monkstone Point","Rhodophyta","Visual",1,NA,NA,NA
"551","Chondrus crispus","SW07",0,"South Wales","Chondrus","Dale Jetty","Rhodophyta","Visual",0,NA,NA,NA
"552","Chthamalus montagui","CN01",7.000000043,"Southwest England","Chthamalus","Lizard Point","Arthropoda","Visual",1,NA,NA,NA
"553","Chthamalus montagui","CN02",7.000000043,"Southwest England","Chthamalus","Sennen Cove","Arthropoda","Visual",1,NA,NA,NA
"554","Chthamalus montagui","CN03",7.000000043,"Southwest England","Chthamalus","Looe","Arthropoda","Visual",1,NA,NA,NA
"555","Chthamalus montagui","CN04",6.000000434,"Southwest England","Chthamalus","St Ives","Arthropoda","Visual",1,NA,NA,NA
"556","Chthamalus montagui","CN05",7.000000043,"Southwest England","Chthamalus","Trevone","Arthropoda","Visual",1,NA,NA,NA
"557","Chthamalus montagui","NE01",0,"Northeast England","Chthamalus","Filey Brigg","Arthropoda","Visual",0,NA,NA,NA
"558","Chthamalus montagui","NE02",0,"Northeast England","Chthamalus","Scalby Mills","Arthropoda","Visual",0,NA,NA,NA
"559","Chthamalus montagui","NE03",0,"Northeast England","Chthamalus","Rumbling Kern","Arthropoda","Visual",0,NA,NA,NA
"560","Chthamalus montagui","NE04",0,"Northeast England","Chthamalus","Newton Point","Arthropoda","Visual",0,NA,NA,NA
"561","Chthamalus montagui","NE05",0,"Northeast England","Chthamalus","Castlehead Rocks","Arthropoda","Visual",0,NA,NA,NA
"562","Chthamalus montagui","NW01",0,"North Wales","Chthamalus","Little Orme","Arthropoda","Visual",0,NA,NA,NA
"563","Chthamalus montagui","NW02",2.004321374,"North Wales","Chthamalus","Great Orme East","Arthropoda","Visual",1,NA,NA,NA
"564","Chthamalus montagui","NW03",0,"North Wales","Chthamalus","Menai Bridge","Arthropoda","Visual",0,NA,NA,NA
"565","Chthamalus montagui","NW04",3.000434077,"North Wales","Chthamalus","Porth Swtan","Arthropoda","Visual",1,NA,NA,NA
"566","Chthamalus montagui","NW05",6.000000434,"North Wales","Chthamalus","Rhosneigr","Arthropoda","Visual",1,NA,NA,NA
"567","Chthamalus montagui","NW06",6.000000434,"North Wales","Chthamalus","Porth Oer","Arthropoda","Visual",1,NA,NA,NA
"568","Chthamalus montagui","SCH01",6.000000434,"Scotland","Chthamalus","Scourie","Arthropoda","Visual",1,NA,NA,NA
"569","Chthamalus montagui","SCH02",3.000434077,"Scotland","Chthamalus","Rispond","Arthropoda","Visual",1,NA,NA,NA
"570","Chthamalus montagui","SCH03",0,"Scotland","Chthamalus","Skerray","Arthropoda","Visual",0,NA,NA,NA
"571","Chthamalus montagui","SCH04",0,"Scotland","Chthamalus","Murkle Bay","Arthropoda","Visual",0,NA,NA,NA
"572","Chthamalus montagui","SCH05",0,"Scotland","Chthamalus","Portskerra","Arthropoda","Visual",0,NA,NA,NA
"573","Chthamalus montagui","SCH07",0,"Scotland","Chthamalus","Sannick","Arthropoda","Visual",0,NA,NA,NA
"574","Chthamalus montagui","SCH08",0,"Scotland","Chthamalus","Wick","Arthropoda","Visual",0,NA,NA,NA
"575","Chthamalus montagui","SW01",7.000000043,"South Wales","Chthamalus","Aberystwyth","Arthropoda","Visual",1,NA,NA,NA
"576","Chthamalus montagui","SW02",0,"South Wales","Chthamalus","Neyland","Arthropoda","Visual",0,NA,NA,NA
"577","Chthamalus montagui","SW03",7.000000043,"South Wales","Chthamalus","Broad Haven","Arthropoda","Visual",1,NA,NA,NA
"578","Chthamalus montagui","SW05",7.000000043,"South Wales","Chthamalus","West Angle","Arthropoda","Visual",1,NA,NA,NA
"579","Chthamalus montagui","SW06",7.000000043,"South Wales","Chthamalus","Monkstone Point","Arthropoda","Visual",1,NA,NA,NA
"580","Chthamalus montagui","SW07",6.000000434,"South Wales","Chthamalus","Dale Jetty","Arthropoda","Visual",1,NA,NA,NA
"581","Chthamalus stellatus","CN01",6.000000434,"Southwest England","Chthamalus","Lizard Point","Arthropoda","Visual",1,NA,NA,NA
"582","Chthamalus stellatus","CN02",7.000000043,"Southwest England","Chthamalus","Sennen Cove","Arthropoda","Visual",1,NA,NA,NA
"583","Chthamalus stellatus","CN03",5.000004343,"Southwest England","Chthamalus","Looe","Arthropoda","Visual",1,NA,NA,NA
"584","Chthamalus stellatus","CN04",5.000004343,"Southwest England","Chthamalus","St Ives","Arthropoda","Visual",1,NA,NA,NA
"585","Chthamalus stellatus","CN05",6.000000434,"Southwest England","Chthamalus","Trevone","Arthropoda","Visual",1,NA,NA,NA
"586","Chthamalus stellatus","NE01",0,"Northeast England","Chthamalus","Filey Brigg","Arthropoda","Visual",0,NA,NA,NA
"587","Chthamalus stellatus","NE02",0,"Northeast England","Chthamalus","Scalby Mills","Arthropoda","Visual",0,NA,NA,NA
"588","Chthamalus stellatus","NE03",0,"Northeast England","Chthamalus","Rumbling Kern","Arthropoda","Visual",0,NA,NA,NA
"589","Chthamalus stellatus","NE04",0,"Northeast England","Chthamalus","Newton Point","Arthropoda","Visual",0,NA,NA,NA
"590","Chthamalus stellatus","NE05",0,"Northeast England","Chthamalus","Castlehead Rocks","Arthropoda","Visual",0,NA,NA,NA
"591","Chthamalus stellatus","NW01",0,"North Wales","Chthamalus","Little Orme","Arthropoda","Visual",0,NA,NA,NA
"592","Chthamalus stellatus","NW02",0,"North Wales","Chthamalus","Great Orme East","Arthropoda","Visual",0,NA,NA,NA
"593","Chthamalus stellatus","NW03",0,"North Wales","Chthamalus","Menai Bridge","Arthropoda","Visual",0,NA,NA,NA
"594","Chthamalus stellatus","NW04",0,"North Wales","Chthamalus","Porth Swtan","Arthropoda","Visual",0,NA,NA,NA
"595","Chthamalus stellatus","NW05",0,"North Wales","Chthamalus","Rhosneigr","Arthropoda","Visual",0,NA,NA,NA
"596","Chthamalus stellatus","NW06",0,"North Wales","Chthamalus","Porth Oer","Arthropoda","Visual",0,NA,NA,NA
"597","Chthamalus stellatus","SCH01",4.000043427,"Scotland","Chthamalus","Scourie","Arthropoda","Visual",1,NA,NA,NA
"598","Chthamalus stellatus","SCH02",0,"Scotland","Chthamalus","Rispond","Arthropoda","Visual",0,NA,NA,NA
"599","Chthamalus stellatus","SCH03",0,"Scotland","Chthamalus","Skerray","Arthropoda","Visual",0,NA,NA,NA
"600","Chthamalus stellatus","SCH04",3.000434077,"Scotland","Chthamalus","Murkle Bay","Arthropoda","Visual",1,NA,NA,NA
"601","Chthamalus stellatus","SCH05",0,"Scotland","Chthamalus","Portskerra","Arthropoda","Visual",0,NA,NA,NA
"602","Chthamalus stellatus","SCH07",0,"Scotland","Chthamalus","Sannick","Arthropoda","Visual",0,NA,NA,NA
"603","Chthamalus stellatus","SCH08",0,"Scotland","Chthamalus","Wick","Arthropoda","Visual",0,NA,NA,NA
"604","Chthamalus stellatus","SW01",4.000043427,"South Wales","Chthamalus","Aberystwyth","Arthropoda","Visual",1,NA,NA,NA
"605","Chthamalus stellatus","SW02",0,"South Wales","Chthamalus","Neyland","Arthropoda","Visual",0,NA,NA,NA
"606","Chthamalus stellatus","SW03",3.000434077,"South Wales","Chthamalus","Broad Haven","Arthropoda","Visual",1,NA,NA,NA
"607","Chthamalus stellatus","SW05",4.000043427,"South Wales","Chthamalus","West Angle","Arthropoda","Visual",1,NA,NA,NA
"608","Chthamalus stellatus","SW06",0,"South Wales","Chthamalus","Monkstone Point","Arthropoda","Visual",0,NA,NA,NA
"609","Chthamalus stellatus","SW07",2.004321374,"South Wales","Chthamalus","Dale Jetty","Arthropoda","Visual",1,NA,NA,NA
"610","Clibanarius erythropus","CN01",4.000043427,"Southwest England","Clibanarius","Lizard Point","Arthropoda","Visual",1,NA,NA,NA
"611","Clibanarius erythropus","CN02",0,"Southwest England","Clibanarius","Sennen Cove","Arthropoda","Visual",0,NA,NA,NA
"612","Clibanarius erythropus","CN03",6.000000434,"Southwest England","Clibanarius","Looe","Arthropoda","Visual",1,NA,NA,NA
"613","Clibanarius erythropus","CN04",0,"Southwest England","Clibanarius","St Ives","Arthropoda","Visual",0,NA,NA,NA
"614","Clibanarius erythropus","CN05",0,"Southwest England","Clibanarius","Trevone","Arthropoda","Visual",0,NA,NA,NA
"615","Clibanarius erythropus","NE01",0,"Northeast England","Clibanarius","Filey Brigg","Arthropoda","Visual",0,NA,NA,NA
"616","Clibanarius erythropus","NE02",0,"Northeast England","Clibanarius","Scalby Mills","Arthropoda","Visual",0,NA,NA,NA
"617","Clibanarius erythropus","NE03",0,"Northeast England","Clibanarius","Rumbling Kern","Arthropoda","Visual",0,NA,NA,NA
"618","Clibanarius erythropus","NE04",0,"Northeast England","Clibanarius","Newton Point","Arthropoda","Visual",0,NA,NA,NA
"619","Clibanarius erythropus","NE05",0,"Northeast England","Clibanarius","Castlehead Rocks","Arthropoda","Visual",0,NA,NA,NA
"620","Clibanarius erythropus","NW01",0,"North Wales","Clibanarius","Little Orme","Arthropoda","Visual",0,NA,NA,NA
"621","Clibanarius erythropus","NW02",0,"North Wales","Clibanarius","Great Orme East","Arthropoda","Visual",0,NA,NA,NA
"622","Clibanarius erythropus","NW03",0,"North Wales","Clibanarius","Menai Bridge","Arthropoda","Visual",0,NA,NA,NA
"623","Clibanarius erythropus","NW04",0,"North Wales","Clibanarius","Porth Swtan","Arthropoda","Visual",0,NA,NA,NA
"624","Clibanarius erythropus","NW05",0,"North Wales","Clibanarius","Rhosneigr","Arthropoda","Visual",0,NA,NA,NA
"625","Clibanarius erythropus","NW06",0,"North Wales","Clibanarius","Porth Oer","Arthropoda","Visual",0,NA,NA,NA
"626","Clibanarius erythropus","SCH01",0,"Scotland","Clibanarius","Scourie","Arthropoda","Visual",0,NA,NA,NA
"627","Clibanarius erythropus","SCH02",0,"Scotland","Clibanarius","Rispond","Arthropoda","Visual",0,NA,NA,NA
"628","Clibanarius erythropus","SCH03",0,"Scotland","Clibanarius","Skerray","Arthropoda","Visual",0,NA,NA,NA
"629","Clibanarius erythropus","SCH04",0,"Scotland","Clibanarius","Murkle Bay","Arthropoda","Visual",0,NA,NA,NA
"630","Clibanarius erythropus","SCH05",0,"Scotland","Clibanarius","Portskerra","Arthropoda","Visual",0,NA,NA,NA
"631","Clibanarius erythropus","SCH07",0,"Scotland","Clibanarius","Sannick","Arthropoda","Visual",0,NA,NA,NA
"632","Clibanarius erythropus","SCH08",0,"Scotland","Clibanarius","Wick","Arthropoda","Visual",0,NA,NA,NA
"633","Clibanarius erythropus","SW01",0,"South Wales","Clibanarius","Aberystwyth","Arthropoda","Visual",0,NA,NA,NA
"634","Clibanarius erythropus","SW02",0,"South Wales","Clibanarius","Neyland","Arthropoda","Visual",0,NA,NA,NA
"635","Clibanarius erythropus","SW03",0,"South Wales","Clibanarius","Broad Haven","Arthropoda","Visual",0,NA,NA,NA
"636","Clibanarius erythropus","SW05",0,"South Wales","Clibanarius","West Angle","Arthropoda","Visual",0,NA,NA,NA
"637","Clibanarius erythropus","SW06",0,"South Wales","Clibanarius","Monkstone Point","Arthropoda","Visual",0,NA,NA,NA
"638","Clibanarius erythropus","SW07",0,"South Wales","Clibanarius","Dale Jetty","Arthropoda","Visual",0,NA,NA,NA
"639","Codium spp","CN01",4.087462841,"Southwest England","Codium","Lizard Point","Chlorophyta","Visual",1,NA,NA,NA
"640","Codium spp","CN02",2.321928095,"Southwest England","Codium","Sennen Cove","Chlorophyta","Visual",1,NA,NA,NA
"641","Codium spp","CN03",0,"Southwest England","Codium","Looe","Chlorophyta","Visual",0,NA,NA,NA
"642","Codium spp","CN04",0,"Southwest England","Codium","St Ives","Chlorophyta","Visual",0,NA,NA,NA
"643","Codium spp","CN05",2.321928095,"Southwest England","Codium","Trevone","Chlorophyta","Visual",1,NA,NA,NA
"644","Codium spp","NE01",0,"Northeast England","Codium","Filey Brigg","Chlorophyta","Visual",0,NA,NA,NA
"645","Codium spp","NE02",0,"Northeast England","Codium","Scalby Mills","Chlorophyta","Visual",0,NA,NA,NA
"646","Codium spp","NE03",0,"Northeast England","Codium","Rumbling Kern","Chlorophyta","Visual",0,NA,NA,NA
"647","Codium spp","NE04",0,"Northeast England","Codium","Newton Point","Chlorophyta","Visual",0,NA,NA,NA
"648","Codium spp","NE05",0,"Northeast England","Codium","Castlehead Rocks","Chlorophyta","Visual",0,NA,NA,NA
"649","Codium spp","NW01",0,"North Wales","Codium","Little Orme","Chlorophyta","Visual",0,NA,NA,NA
"650","Codium spp","NW02",0,"North Wales","Codium","Great Orme East","Chlorophyta","Visual",0,NA,NA,NA
"651","Codium spp","NW03",0,"North Wales","Codium","Menai Bridge","Chlorophyta","Visual",0,NA,NA,NA
"652","Codium spp","NW04",0,"North Wales","Codium","Porth Swtan","Chlorophyta","Visual",0,NA,NA,NA
"653","Codium spp","NW05",0,"North Wales","Codium","Rhosneigr","Chlorophyta","Visual",0,NA,NA,NA
"654","Codium spp","NW06",2.321928095,"North Wales","Codium","Porth Oer","Chlorophyta","Visual",1,NA,NA,NA
"655","Codium spp","SCH01",0,"Scotland","Codium","Scourie","Chlorophyta","Visual",0,NA,NA,NA
"656","Codium spp","SCH02",0,"Scotland","Codium","Rispond","Chlorophyta","Visual",0,NA,NA,NA
"657","Codium spp","SCH03",0,"Scotland","Codium","Skerray","Chlorophyta","Visual",0,NA,NA,NA
"658","Codium spp","SCH04",0,"Scotland","Codium","Murkle Bay","Chlorophyta","Visual",0,NA,NA,NA
"659","Codium spp","SCH05",0,"Scotland","Codium","Portskerra","Chlorophyta","Visual",0,NA,NA,NA
"660","Codium spp","SCH07",0,"Scotland","Codium","Sannick","Chlorophyta","Visual",0,NA,NA,NA
"661","Codium spp","SCH08",0,"Scotland","Codium","Wick","Chlorophyta","Visual",0,NA,NA,NA
"662","Codium spp","SW01",0,"South Wales","Codium","Aberystwyth","Chlorophyta","Visual",0,NA,NA,NA
"663","Codium spp","SW02",0,"South Wales","Codium","Neyland","Chlorophyta","Visual",0,NA,NA,NA
"664","Codium spp","SW03",0,"South Wales","Codium","Broad Haven","Chlorophyta","Visual",0,NA,NA,NA
"665","Codium spp","SW05",0,"South Wales","Codium","West Angle","Chlorophyta","Visual",0,NA,NA,NA
"666","Codium spp","SW06",0,"South Wales","Codium","Monkstone Point","Chlorophyta","Visual",0,NA,NA,NA
"667","Codium spp","SW07",0,"South Wales","Codium","Dale Jetty","Chlorophyta","Visual",0,NA,NA,NA
"668","Colpomenia peregrina","CN01",0,"Southwest England","Colpomenia","Lizard Point","Ochrophyta","Visual",0,NA,NA,NA
"669","Colpomenia peregrina","CN02",0,"Southwest England","Colpomenia","Sennen Cove","Ochrophyta","Visual",0,NA,NA,NA
"670","Colpomenia peregrina","CN03",4.087462841,"Southwest England","Colpomenia","Looe","Ochrophyta","Visual",1,NA,NA,NA
"671","Colpomenia peregrina","CN04",0,"Southwest England","Colpomenia","St Ives","Ochrophyta","Visual",0,NA,NA,NA
"672","Colpomenia peregrina","CN05",0,"Southwest England","Colpomenia","Trevone","Ochrophyta","Visual",0,NA,NA,NA
"673","Colpomenia peregrina","NE01",0,"Northeast England","Colpomenia","Filey Brigg","Ochrophyta","Visual",0,NA,NA,NA
"674","Colpomenia peregrina","NE02",0,"Northeast England","Colpomenia","Scalby Mills","Ochrophyta","Visual",0,NA,NA,NA
"675","Colpomenia peregrina","NE03",0,"Northeast England","Colpomenia","Rumbling Kern","Ochrophyta","Visual",0,NA,NA,NA
"676","Colpomenia peregrina","NE04",4.087462841,"Northeast England","Colpomenia","Newton Point","Ochrophyta","Visual",1,NA,NA,NA
"677","Colpomenia peregrina","NE05",0,"Northeast England","Colpomenia","Castlehead Rocks","Ochrophyta","Visual",0,NA,NA,NA
"678","Colpomenia peregrina","NW01",0,"North Wales","Colpomenia","Little Orme","Ochrophyta","Visual",0,NA,NA,NA
"679","Colpomenia peregrina","NW02",0,"North Wales","Colpomenia","Great Orme East","Ochrophyta","Visual",0,NA,NA,NA
"680","Colpomenia peregrina","NW03",0,"North Wales","Colpomenia","Menai Bridge","Ochrophyta","Visual",0,NA,NA,NA
"681","Colpomenia peregrina","NW04",6.022367813,"North Wales","Colpomenia","Porth Swtan","Ochrophyta","Visual",1,NA,NA,NA
"682","Colpomenia peregrina","NW05",0,"North Wales","Colpomenia","Rhosneigr","Ochrophyta","Visual",0,NA,NA,NA
"683","Colpomenia peregrina","NW06",0,"North Wales","Colpomenia","Porth Oer","Ochrophyta","Visual",0,NA,NA,NA
"684","Colpomenia peregrina","SCH01",0,"Scotland","Colpomenia","Scourie","Ochrophyta","Visual",0,NA,NA,NA
"685","Colpomenia peregrina","SCH02",0,"Scotland","Colpomenia","Rispond","Ochrophyta","Visual",0,NA,NA,NA
"686","Colpomenia peregrina","SCH03",0,"Scotland","Colpomenia","Skerray","Ochrophyta","Visual",0,NA,NA,NA
"687","Colpomenia peregrina","SCH04",0,"Scotland","Colpomenia","Murkle Bay","Ochrophyta","Visual",0,NA,NA,NA
"688","Colpomenia peregrina","SCH05",0,"Scotland","Colpomenia","Portskerra","Ochrophyta","Visual",0,NA,NA,NA
"689","Colpomenia peregrina","SCH07",0,"Scotland","Colpomenia","Sannick","Ochrophyta","Visual",0,NA,NA,NA
"690","Colpomenia peregrina","SCH08",0,"Scotland","Colpomenia","Wick","Ochrophyta","Visual",0,NA,NA,NA
"691","Colpomenia peregrina","SW01",0,"South Wales","Colpomenia","Aberystwyth","Ochrophyta","Visual",0,NA,NA,NA
"692","Colpomenia peregrina","SW02",0,"South Wales","Colpomenia","Neyland","Ochrophyta","Visual",0,NA,NA,NA
"693","Colpomenia peregrina","SW03",0,"South Wales","Colpomenia","Broad Haven","Ochrophyta","Visual",0,NA,NA,NA
"694","Colpomenia peregrina","SW05",0,"South Wales","Colpomenia","West Angle","Ochrophyta","Visual",0,NA,NA,NA
"695","Colpomenia peregrina","SW06",0,"South Wales","Colpomenia","Monkstone Point","Ochrophyta","Visual",0,NA,NA,NA
"696","Colpomenia peregrina","SW07",0,"South Wales","Colpomenia","Dale Jetty","Ochrophyta","Visual",0,NA,NA,NA
"697","Corella eumyota","CN01",0,"Southwest England","Corella","Lizard Point","Chordata","Visual",0,NA,NA,NA
"698","Corella eumyota","CN02",0,"Southwest England","Corella","Sennen Cove","Chordata","Visual",0,NA,NA,NA
"699","Corella eumyota","CN03",0,"Southwest England","Corella","Looe","Chordata","Visual",0,NA,NA,NA
"700","Corella eumyota","CN04",0,"Southwest England","Corella","St Ives","Chordata","Visual",0,NA,NA,NA
"701","Corella eumyota","CN05",0,"Southwest England","Corella","Trevone","Chordata","Visual",0,NA,NA,NA
"702","Corella eumyota","NE01",0,"Northeast England","Corella","Filey Brigg","Chordata","Visual",0,NA,NA,NA
"703","Corella eumyota","NE02",0,"Northeast England","Corella","Scalby Mills","Chordata","Visual",0,NA,NA,NA
"704","Corella eumyota","NE03",0,"Northeast England","Corella","Rumbling Kern","Chordata","Visual",0,NA,NA,NA
"705","Corella eumyota","NE04",0,"Northeast England","Corella","Newton Point","Chordata","Visual",0,NA,NA,NA
"706","Corella eumyota","NE05",0,"Northeast England","Corella","Castlehead Rocks","Chordata","Visual",0,NA,NA,NA
"707","Corella eumyota","NW01",0,"North Wales","Corella","Little Orme","Chordata","Visual",0,NA,NA,NA
"708","Corella eumyota","NW02",0,"North Wales","Corella","Great Orme East","Chordata","Visual",0,NA,NA,NA
"709","Corella eumyota","NW03",0,"North Wales","Corella","Menai Bridge","Chordata","Visual",0,NA,NA,NA
"710","Corella eumyota","NW04",0,"North Wales","Corella","Porth Swtan","Chordata","Visual",0,NA,NA,NA
"711","Corella eumyota","NW05",0,"North Wales","Corella","Rhosneigr","Chordata","Visual",0,NA,NA,NA
"712","Corella eumyota","NW06",0,"North Wales","Corella","Porth Oer","Chordata","Visual",0,NA,NA,NA
"713","Corella eumyota","SCH01",0,"Scotland","Corella","Scourie","Chordata","Visual",0,NA,NA,NA
"714","Corella eumyota","SCH02",0,"Scotland","Corella","Rispond","Chordata","Visual",0,NA,NA,NA
"715","Corella eumyota","SCH03",0,"Scotland","Corella","Skerray","Chordata","Visual",0,NA,NA,NA
"716","Corella eumyota","SCH04",0,"Scotland","Corella","Murkle Bay","Chordata","Visual",0,NA,NA,NA
"717","Corella eumyota","SCH05",0,"Scotland","Corella","Portskerra","Chordata","Visual",0,NA,NA,NA
"718","Corella eumyota","SCH07",0,"Scotland","Corella","Sannick","Chordata","Visual",0,NA,NA,NA
"719","Corella eumyota","SCH08",0,"Scotland","Corella","Wick","Chordata","Visual",0,NA,NA,NA
"720","Corella eumyota","SW01",0,"South Wales","Corella","Aberystwyth","Chordata","Visual",0,NA,NA,NA
"721","Corella eumyota","SW02",0.301029996,"South Wales","Corella","Neyland","Chordata","Visual",1,NA,NA,NA
"722","Corella eumyota","SW03",0,"South Wales","Corella","Broad Haven","Chordata","Visual",0,NA,NA,NA
"723","Corella eumyota","SW05",0,"South Wales","Corella","West Angle","Chordata","Visual",0,NA,NA,NA
"724","Corella eumyota","SW06",0,"South Wales","Corella","Monkstone Point","Chordata","Visual",0,NA,NA,NA
"725","Corella eumyota","SW07",0.301029996,"South Wales","Corella","Dale Jetty","Chordata","Visual",1,NA,NA,NA
"726","Crepidula fornicata","CN01",0,"Southwest England","Crepidula","Lizard Point","Mollusca","Visual",0,NA,NA,NA
"727","Crepidula fornicata","CN02",0,"Southwest England","Crepidula","Sennen Cove","Mollusca","Visual",0,NA,NA,NA
"728","Crepidula fornicata","CN03",0,"Southwest England","Crepidula","Looe","Mollusca","Visual",0,NA,NA,NA
"729","Crepidula fornicata","CN04",0,"Southwest England","Crepidula","St Ives","Mollusca","Visual",0,NA,NA,NA
"730","Crepidula fornicata","CN05",0,"Southwest England","Crepidula","Trevone","Mollusca","Visual",0,NA,NA,NA
"731","Crepidula fornicata","NE01",0,"Northeast England","Crepidula","Filey Brigg","Mollusca","Visual",0,NA,NA,NA
"732","Crepidula fornicata","NE02",0,"Northeast England","Crepidula","Scalby Mills","Mollusca","Visual",0,NA,NA,NA
"733","Crepidula fornicata","NE03",0,"Northeast England","Crepidula","Rumbling Kern","Mollusca","Visual",0,NA,NA,NA
"734","Crepidula fornicata","NE04",0,"Northeast England","Crepidula","Newton Point","Mollusca","Visual",0,NA,NA,NA
"735","Crepidula fornicata","NE05",0,"Northeast England","Crepidula","Castlehead Rocks","Mollusca","Visual",0,NA,NA,NA
"736","Crepidula fornicata","NW01",0,"North Wales","Crepidula","Little Orme","Mollusca","Visual",0,NA,NA,NA
"737","Crepidula fornicata","NW02",0,"North Wales","Crepidula","Great Orme East","Mollusca","Visual",0,NA,NA,NA
"738","Crepidula fornicata","NW03",0,"North Wales","Crepidula","Menai Bridge","Mollusca","Visual",0,NA,NA,NA
"739","Crepidula fornicata","NW04",0,"North Wales","Crepidula","Porth Swtan","Mollusca","Visual",0,NA,NA,NA
